"""region"",""typ av kostnad"",""2000"",""2001"",""2002"",""2003"",""2004"",""2005"",""2006"",""2007"",""2008"",""2009"",""2010"",""2011"",""2012"""
"1764 Grums,""personalkostnader för biblioteksverksamheten"",1185,1582,1675,1685,1750,2002,2033,2050,1450,1420,1913,2078,2300"
"1764 Grums,""lokalkostnader (inkl. hyra, städning)"",782,879,810,810,834,850,865,880,930,974,954,967,990"
"1764 Grums,""övriga kostnader"",689,448,385,460,442,473,493,603,1234,1105,580,809,540"
"1764 Grums,""investeringsutgifter"",55,55,98,140,43,56,54,76,74,72,108,104,100"
"1765 Årjäng,""mediekostnader"",282,315,344,282,318,282,323,307,370,400,400,404,426"
"1765 Årjäng,""personalkostnader för biblioteksverksamheten"",2100,2436,2794,2840,2457,2660,2846,3336,3032,2468,2360,2668,2545"
"1765 Årjäng,""lokalkostnader (inkl. hyra, städning)"",1002,1036,754,761,809,1146,984,1179,944,1322,1370,1463,1579"
"1765 Årjäng,""övriga kostnader"",786,572,395,576,852,527,1327,383,783,401,511,640,974"
"1765 Årjäng,""investeringsutgifter"",100,..,230,130,345,280,350,107,75,130,45,1336,130"
"1766 Sunne,""mediekostnader"",452,466,429,446,486,503,490,554,522,532,559,576,522"
"1766 Sunne,""personalkostnader för biblioteksverksamheten"",2168,2337,2773,2779,2841,2837,3057,3295,3296,3381,3299,3320,3684"
"1766 Sunne,""lokalkostnader (inkl. hyra, städning)"",550,366,391,404,443,360,371,370,394,2718,2793,3251,3366"
"1766 Sunne,""övriga kostnader"",668,600,795,991,910,868,861,956,914,927,1260,990,658"
"1766 Sunne,""investeringsutgifter"",..,240,570,0,515,30,25,182,..,851,213,..,704"
"1780 Karlstad,""mediekostnader"",3581,3692,3677,2779,2955,3253,3019,3145,3448,3335,3500,3500,3500"
"1780 Karlstad,""personalkostnader för biblioteksverksamheten"",14470,14128,15000,13350,14150,14750,15463,16289,17666,16395,11800,16400,16361"
"1780 Karlstad,""lokalkostnader (inkl. hyra, städning)"",6436,6552,6597,6423,6053,6044,6516,6120,5845,6504,6500,5700,5690"
"1780 Karlstad,""övriga kostnader"",5270,5190,4184,5201,3547,4442,3361,4306,3894,4636,8400,4500,3949"
"1780 Karlstad,""investeringsutgifter"",4968,1604,1080,1740,1094,0,1000,311,400,2665,100,2000,500"
"1781 Kristinehamn,""mediekostnader"",819,819,770,770,800,823,822,860,860,869,897,731,731"
"1781 Kristinehamn,""personalkostnader för biblioteksverksamheten"",3722,3841,3800,4165,3975,3511,4504,4280,4585,4842,3877,2854,3518"
"1781 Kristinehamn,""lokalkostnader (inkl. hyra, städning)"",583,586,490,480,480,1065,1099,1158,1198,1217,1248,1281,1237"
"1781 Kristinehamn,""övriga kostnader"",615,230,215,560,860,466,494,702,641,1307,926,178,391"
"1781 Kristinehamn,""investeringsutgifter"",..,..,0,2060,0,200,0,0,..,0,137,12,.."
"1782 Filipstad,""mediekostnader"",566,558,600,692,492,612,600,541,564,572,537,509,543"
"1782 Filipstad,""personalkostnader för biblioteksverksamheten"",1894,1211,1912,2419,2540,2381,2059,1834,2120,2036,1824,2122,2393"
"1782 Filipstad,""lokalkostnader (inkl. hyra, städning)"",844,862,851,861,916,699,714,719,717,739,736,749,.."
"1782 Filipstad,""övriga kostnader"",932,612,662,844,798,801,420,595,749,1396,110,588,756"
"1782 Filipstad,""investeringsutgifter"",71,115,125,37,0,121,163,55,72,0,..,50,.."
"1783 Hagfors,""mediekostnader"",725,715,727,706,747,742,739,731,677,572,565,624,602"
"1783 Hagfors,""personalkostnader för biblioteksverksamheten"",4104,3594,4035,3839,3370,3524,3050,3070,3061,3107,3472,3083,3253"
"1783 Hagfors,""lokalkostnader (inkl. hyra, städning)"",1500,796,772,1001,1073,1183,943,928,1040,1031,2890,3104,3061"
"1783 Hagfors,""övriga kostnader"",895,878,776,673,662,753,555,690,302,340,373,514,535"
"1783 Hagfors,""investeringsutgifter"",183,..,0,0,50,49,50,0,..,0,..,..,.."
"1784 Arvika,""mediekostnader"",1167,1240,1235,1148,1269,1224,1260,1285,1225,1411,1237,1287,1438"
"1784 Arvika,""personalkostnader för biblioteksverksamheten"",4226,3963,4280,4654,5107,5055,5120,5855,6130,6512,6226,5955,6257"
"1784 Arvika,""lokalkostnader (inkl. hyra, städning)"",3894,3629,3623,3769,3830,3809,3845,3848,3848,3846,3852,3852,3852"
"1784 Arvika,""övriga kostnader"",1260,1216,1446,1442,2858,1658,1470,0,1478,1468,1661,1912,1839"
"1784 Arvika,""investeringsutgifter"",269,446,44,..,420,0,0,1551,..,0,..,1174,.."
"1785 Säffle,""mediekostnader"",758,716,759,765,786,818,849,756,730,745,745,708,704"
"1785 Säffle,""personalkostnader för biblioteksverksamheten"",2958,3642,3324,3727,3437,3412,3289,3338,3903,3750,3820,3919,4002"
"1785 Säffle,""lokalkostnader (inkl. hyra, städning)"",907,1266,1266,1291,1152,1171,1163,1178,1230,1228,1256,1336,1373"
"1785 Säffle,""övriga kostnader"",585,642,649,615,653,607,950,979,805,673,680,638,1283"
"1785 Säffle,""investeringsutgifter"",..,290,170,62,170,122,0,186,168,3,134,564,.."
"1814 Lekeberg,""mediekostnader"",505,404,413,471,481,391,437,413,438,518,468,392,397"
"1814 Lekeberg,""personalkostnader för biblioteksverksamheten"",564,987,1238,1409,1553,1396,1385,1521,1454,1323,1292,1369,1444"
"1814 Lekeberg,""lokalkostnader (inkl. hyra, städning)"",520,528,531,559,580,581,449,527,531,442,447,425,444"
"1814 Lekeberg,""övriga kostnader"",569,510,315,654,488,360,207,392,169,290,226,220,255"
"1814 Lekeberg,""investeringsutgifter"",46,105,60,0,0,20,86,0,23,0,..,..,18"
"1860 Laxå,""mediekostnader"",426,409,372,385,390,328,333,335,307,319,330,330,294"
"1860 Laxå,""personalkostnader för biblioteksverksamheten"",1266,1328,1399,1574,1493,1514,1526,1602,1599,1475,1183,1191,1199"
"1860 Laxå,""lokalkostnader (inkl. hyra, städning)"",684,714,716,737,753,748,758,769,815,885,800,826,846"
"1860 Laxå,""övriga kostnader"",303,149,222,226,211,264,326,352,327,242,271,277,228"
"1860 Laxå,""investeringsutgifter"",277,262,205,175,179,148,18,70,82,79,78,84,79"
"1861 Hallsberg,""mediekostnader"",687,743,714,690,467,627,671,629,730,596,585,574,578"
"1861 Hallsberg,""personalkostnader för biblioteksverksamheten"",2487,2653,2823,3113,2826,2123,2180,2017,2316,2385,2448,2649,3145"
"1861 Hallsberg,""lokalkostnader (inkl. hyra, städning)"",1029,879,909,1014,1093,1079,1072,1142,1094,1134,1141,1096,1137"
"1861 Hallsberg,""övriga kostnader"",366,528,586,559,558,628,645,504,507,438,483,469,472"
"1861 Hallsberg,""investeringsutgifter"",356,49,147,47,129,136,175,273,384,50,44,53,.."
"1862 Degerfors,""mediekostnader"",470,470,470,470,470,460,507,507,504,504,533,533,679"
"1862 Degerfors,""personalkostnader för biblioteksverksamheten"",1700,1664,1634,1533,1109,1268,1555,1600,1427,1654,1481,1448,1350"
"1862 Degerfors,""lokalkostnader (inkl. hyra, städning)"",943,952,952,952,863,906,916,916,600,600,641,667,652"
"1862 Degerfors,""övriga kostnader"",120,120,120,120,120,229,229,229,135,135,238,434,609"
"1862 Degerfors,""investeringsutgifter"",45,30,100,63,0,0,0,0,750,68,45,325,.."
"1863 Hällefors,""mediekostnader"",400,400,400,400,400,400,400,400,400,400,432,419,417"
"1863 Hällefors,""personalkostnader för biblioteksverksamheten"",1409,1339,1517,1616,1610,1640,1640,1750,1800,1850,1900,1900,1950"
"1863 Hällefors,""lokalkostnader (inkl. hyra, städning)"",650,689,695,679,951,960,958,1025,942,814,989,980,1245"
"1863 Hällefors,""övriga kostnader"",174,272,188,205,341,411,500,508,580,618,628,626,560"
"1863 Hällefors,""investeringsutgifter"",400,400,400,400,400,..,..,..,..,0,..,120,.."
"1864 Ljusnarsberg,""mediekostnader"",260,303,260,260,313,319,273,323,370,212,176,287,266"
"1864 Ljusnarsberg,""personalkostnader för biblioteksverksamheten"",802,795,608,439,958,642,619,637,702,710,863,874,895"
"1864 Ljusnarsberg,""lokalkostnader (inkl. hyra, städning)"",296,204,209,129,139,200,232,193,233,223,223,188,151"
"1864 Ljusnarsberg,""övriga kostnader"",136,231,119,166,65,120,159,92,119,108,23,106,136"
"1864 Ljusnarsberg,""investeringsutgifter"",..,..,0,..,0,0,0,33,..,0,..,60,.."
"1880 Örebro,""mediekostnader"",5423,5388,5364,3912,4073,4128,4102,4190,4358,3803,3906,3920,4317"
"1880 Örebro,""personalkostnader för biblioteksverksamheten"",18700,20820,21975,23821,19496,20109,22640,23131,23172,24288,22842,22553,24078"
"1880 Örebro,""lokalkostnader (inkl. hyra, städning)"",5903,6155,6100,4440,4596,5650,9614,10618,10787,11627,10998,12105,11391"
"1880 Örebro,""övriga kostnader"",7703,8126,8988,7305,5502,3890,3156,5328,6036,3253,4530,3466,4911"
"1880 Örebro,""investeringsutgifter"",..,..,0,702,784,1058,1326,2661,232,1505,984,223,2192"
"1881 Kumla,""mediekostnader"",1275,1218,1572,1132,1296,1300,1410,1425,1453,1250,1300,1300,1270"
"1881 Kumla,""personalkostnader för biblioteksverksamheten"",3139,3666,3081,2525,3200,3280,4130,4625,4763,4550,4580,4925,5218"
"1881 Kumla,""lokalkostnader (inkl. hyra, städning)"",1081,2152,3497,3504,3503,3690,3800,4175,4258,4030,4040,4150,4225"
"1881 Kumla,""övriga kostnader"",330,548,486,1092,215,80,650,775,790,740,817,1075,740"
"1881 Kumla,""investeringsutgifter"",..,..,1311,61,35,50,380,40,110,0,57,..,.."
"1882 Askersund,""mediekostnader"",545,539,515,549,561,552,564,560,620,632,622,613,626"
"1882 Askersund,""personalkostnader för biblioteksverksamheten"",1712,1732,1781,1976,1996,1993,2030,2294,2288,2325,2356,1933,1947"
"1882 Askersund,""lokalkostnader (inkl. hyra, städning)"",1571,1591,1604,1551,1591,1627,1685,1688,1747,1769,1753,1742,1532"
"1882 Askersund,""övriga kostnader"",249,470,444,500,419,365,410,263,232,311,315,379,360"
"1882 Askersund,""investeringsutgifter"",293,391,0,..,63,0,0,114,..,0,..,..,41"
"1883 Karlskoga,""mediekostnader"",1784,1810,1948,1553,2216,1587,1945,1955,1877,1749,2012,1603,1723"
"1883 Karlskoga,""personalkostnader för biblioteksverksamheten"",4921,5640,5564,5143,6160,6556,6680,7000,6884,6690,7653,7096,7270"
"1883 Karlskoga,""lokalkostnader (inkl. hyra, städning)"",1934,1698,1849,1785,2475,2836,2940,3093,3075,3024,3125,3096,3105"
"1883 Karlskoga,""övriga kostnader"",1216,1069,817,95,1244,340,510,353,815,589,1399,1065,1054"
"1883 Karlskoga,""investeringsutgifter"",271,265,190,83,619,367,119,290,50,403,..,273,1144"
"1884 Nora,""mediekostnader"",594,530,530,574,693,575,575,609,569,639,640,572,583"
"1884 Nora,""personalkostnader för biblioteksverksamheten"",1683,1879,1984,1918,1896,2073,2046,2369,2499,2498,2596,2301,2530"
"1884 Nora,""lokalkostnader (inkl. hyra, städning)"",1502,1500,1593,1530,1561,1600,2078,1005,1025,1071,1029,1180,1066"
"1884 Nora,""övriga kostnader"",365,356,305,429,363,318,239,534,577,612,605,378,676"
"1884 Nora,""investeringsutgifter"",..,134,81,178,30,1113,250,75,83,242,..,33,100"
"1885 Lindesberg,""mediekostnader"",1411,1231,1161,1200,1100,1231,1389,1254,1267,1504,1432,1242,1415"
"1885 Lindesberg,""personalkostnader för biblioteksverksamheten"",4763,4794,4766,5100,4700,4815,5276,5238,5230,5598,5485,5561,5197"
"1885 Lindesberg,""lokalkostnader (inkl. hyra, städning)"",2743,3115,2931,2900,3000,3209,3290,3325,3190,4080,3494,3502,4163"
"1885 Lindesberg,""övriga kostnader"",1538,1300,414,1500,1500,1439,1615,1845,1843,835,1406,1538,652"
"1885 Lindesberg,""investeringsutgifter"",219,349,367,708,99,102,63,81,580,322,..,904,190"
"1904 Skinnskatteberg,""mediekostnader"",334,350,350,295,240,250,250,250,250,250,211,250,250"
"1904 Skinnskatteberg,""personalkostnader för biblioteksverksamheten"",1144,1142,1206,1214,910,957,1221,1180,..,1169,1029,1029,1573"
"1904 Skinnskatteberg,""lokalkostnader (inkl. hyra, städning)"",418,400,623,346,476,412,298,383,..,361,309,277,381"
"1904 Skinnskatteberg,""övriga kostnader"",224,200,0,465,679,2100,430,352,..,0,..,..,.."
"1904 Skinnskatteberg,""investeringsutgifter"",184,..,0,..,0,30,100,140,..,179,180,180,182"
"1907 Surahammar,""mediekostnader"",618,531,524,661,536,611,487,504,496,668,744,776,774"
"1907 Surahammar,""personalkostnader för biblioteksverksamheten"",2134,2155,2256,2517,2390,2274,2335,2270,2538,2798,2679,2640,2527"
"1907 Surahammar,""lokalkostnader (inkl. hyra, städning)"",1267,1095,1095,1296,1291,1292,1310,1294,1291,1295,1294,1297,1297"
"1907 Surahammar,""övriga kostnader"",437,431,433,446,501,453,445,370,440,268,200,142,168"
"1907 Surahammar,""investeringsutgifter"",..,..,0,..,0,85,0,0,..,0,..,96,.."
"1960 Kungsör,""mediekostnader"",541,500,513,505,503,499,530,545,552,595,528,584,526"
"1960 Kungsör,""personalkostnader för biblioteksverksamheten"",1332,1508,1513,1648,1661,1691,1947,1649,2097,2229,2300,2275,2104"
"1960 Kungsör,""lokalkostnader (inkl. hyra, städning)"",679,923,905,949,925,950,1003,969,991,827,839,851,725"
"1960 Kungsör,""övriga kostnader"",327,216,209,279,225,306,232,0,128,227,589,724,554"
"1960 Kungsör,""investeringsutgifter"",298,62,164,57,79,26,49,51,..,48,393,..,39"
"1961 Hallstahammar,""mediekostnader"",731,690,694,756,735,758,754,735,699,700,648,654,690"
"1961 Hallstahammar,""personalkostnader för biblioteksverksamheten"",1729,1841,1945,1975,2103,2155,2176,2261,2545,2740,2559,2348,2398"
"1961 Hallstahammar,""lokalkostnader (inkl. hyra, städning)"",1490,1359,1225,138,1193,1222,1220,1211,1378,1554,1441,1512,1573"
"1961 Hallstahammar,""övriga kostnader"",497,544,788,1799,450,320,356,327,38,319,490,381,524"
"1961 Hallstahammar,""investeringsutgifter"",30,100,0,..,0,0,0,0,..,0,..,128,.."
"1962 Norberg,""mediekostnader"",331,270,276,257,322,323,318,325,358,391,379,..,368"
"1962 Norberg,""personalkostnader för biblioteksverksamheten"",1283,1178,1244,1182,1253,1207,1288,1323,1570,1292,1299,..,1355"
"1962 Norberg,""lokalkostnader (inkl. hyra, städning)"",545,543,536,551,579,580,595,613,812,960,905,..,824"
"1962 Norberg,""övriga kostnader"",394,420,291,293,340,320,337,521,754,258,353,..,305"
"1962 Norberg,""investeringsutgifter"",153,140,35,97,97,88,79,0,23,22,44,..,41"
"1980 Västerås,""mediekostnader"",4696,4004,3805,3315,3770,4285,5248,5430,6461,5518,5211,5464,6277"
"1980 Västerås,""personalkostnader för biblioteksverksamheten"",19585,20957,21841,21904,21764,22168,21547,20934,22328,21835,21592,23214,24427"
"1980 Västerås,""lokalkostnader (inkl. hyra, städning)"",12584,12377,12639,12810,12553,12577,11658,12220,13180,12586,11597,12702,13020"
"1980 Västerås,""övriga kostnader"",9010,8747,9101,8811,9705,8650,9730,8331,8177,8163,7573,7966,8148"
"1980 Västerås,""investeringsutgifter"",18,594,653,211,0,14,34,0,2710,432,447,501,569"
"1981 Sala,""mediekostnader"",761,847,910,903,939,935,1016,1050,790,879,104,1044,1128"
"1981 Sala,""personalkostnader för biblioteksverksamheten"",2305,2539,2524,2790,2787,3022,2943,3068,3273,3333,3312,3538,3853"
"1981 Sala,""lokalkostnader (inkl. hyra, städning)"",1384,1401,1459,1456,1482,1309,1394,1390,1455,1514,1498,1527,1762"
"1981 Sala,""övriga kostnader"",538,615,704,661,522,551,765,583,995,601,452,847,1076"
"1981 Sala,""investeringsutgifter"",..,..,0,0,87,0,0,0,..,0,..,..,1423"
"1982 Fagersta,""mediekostnader"",711,717,670,640,643,654,501,419,460,420,472,712,769"
"1982 Fagersta,""personalkostnader för biblioteksverksamheten"",2221,2223,2345,2339,2360,2478,2815,2557,2745,2628,2712,2823,2808"
"1982 Fagersta,""lokalkostnader (inkl. hyra, städning)"",1091,1108,1117,1143,1232,1211,1220,1242,1328,1325,1232,1238,1292"
"1982 Fagersta,""övriga kostnader"",181,255,270,233,343,419,392,742,200,567,266,617,569"
"1982 Fagersta,""investeringsutgifter"",..,..,267,61,110,97,20,19,138,74,245,200,.."
"1983 Köping,""mediekostnader"",1160,1151,1195,983,899,1010,997,961,966,1016,965,976,1008"
"1983 Köping,""personalkostnader för biblioteksverksamheten"",3970,3905,1648,3158,4261,4517,3551,4986,4873,4314,3519,4150,5779"
"1983 Köping,""lokalkostnader (inkl. hyra, städning)"",2521,2026,2458,2375,688,2251,1422,2244,2111,2332,2516,2756,2148"
"1983 Köping,""övriga kostnader"",318,695,3163,1906,2497,322,2968,2585,1140,1488,1225,3189,1192"
"1983 Köping,""investeringsutgifter"",..,38,40,95,0,64,66,110,226,344,129,241,185"
"1984 Arboga,""mediekostnader"",975,924,1035,1034,911,1129,1043,1009,964,1139,1080,1176,1161"
"1984 Arboga,""personalkostnader för biblioteksverksamheten"",2292,2414,2589,2778,2602,2670,2800,2822,3024,2905,3009,2870,3020"
"1984 Arboga,""lokalkostnader (inkl. hyra, städning)"",1398,1414,1412,1499,1509,1510,1528,1566,1605,1605,1685,1658,1730"
"1984 Arboga,""övriga kostnader"",530,1020,1023,982,970,1070,741,870,673,592,356,367,447"
"1984 Arboga,""investeringsutgifter"",51,70,326,136,30,50,48,35,60,80,148,153,135"
"2021 Vansbro,""mediekostnader"",524,571,550,549,555,505,556,576,567,584,448,473,473"
"2021 Vansbro,""personalkostnader för biblioteksverksamheten"",1445,1661,1872,1983,2011,2071,2201,2237,2306,2393,2255,2215,2223"
"2021 Vansbro,""lokalkostnader (inkl. hyra, städning)"",1569,785,513,513,685,719,745,745,745,745,669,0,.."
"2021 Vansbro,""övriga kostnader"",216,152,240,264,211,327,213,285,289,256,270,953,208"
"2021 Vansbro,""investeringsutgifter"",66,95,65,0,66,0,0,0,..,0,32,12,98"
"2023 Malung-Sälen,""mediekostnader"",584,581,616,649,677,675,681,725,754,787,714,751,982"
"2023 Malung-Sälen,""personalkostnader för biblioteksverksamheten"",2999,2952,3370,2670,2413,3195,2714,2995,3504,4115,2196,2792,2794"
"2023 Malung-Sälen,""lokalkostnader (inkl. hyra, städning)"",627,676,640,658,539,604,663,701,121,700,625,712,754"
"2023 Malung-Sälen,""övriga kostnader"",400,356,536,5770,2072,1452,1737,2562,3628,1394,1424,1409,.."
"2023 Malung-Sälen,""investeringsutgifter"",..,150,548,..,200,..,0,..,..,1253,157,167,1124"
"2026 Gagnef,""mediekostnader"",617,555,538,501,502,516,515,520,569,611,553,552,594"
"2026 Gagnef,""personalkostnader för biblioteksverksamheten"",1677,1816,2055,2017,2141,2117,2124,2290,2455,2613,2943,2657,2849"
"2026 Gagnef,""lokalkostnader (inkl. hyra, städning)"",283,290,169,659,175,520,177,701,734,824,202,826,680"
"2026 Gagnef,""övriga kostnader"",283,344,753,454,604,329,665,80,397,283,1151,270,101"
"2026 Gagnef,""investeringsutgifter"",29,91,250,48,68,92,37,29,..,100,24,..,41"
"2029 Leksand,""mediekostnader"",1163,1074,1069,993,811,765,771,813,832,951,945,1004,727"
"2029 Leksand,""personalkostnader för biblioteksverksamheten"",2817,2967,3395,3486,3265,3249,3227,3629,3533,3686,3670,4000,4430"
"2029 Leksand,""lokalkostnader (inkl. hyra, städning)"",770,814,874,798,1055,828,839,856,879,900,899,907,887"
"2029 Leksand,""övriga kostnader"",598,153,328,554,757,752,781,944,914,904,430,596,768"
"2029 Leksand,""investeringsutgifter"",76,75,127,190,11,181,106,48,60,993,136,634,121"
"2031 Rättvik,""mediekostnader"",370,238,370,370,577,612,622,589,596,625,435,434,581"
"2031 Rättvik,""personalkostnader för biblioteksverksamheten"",1815,2228,2070,2403,1736,2473,2599,2438,2574,2735,2543,2534,2437"
"2031 Rättvik,""lokalkostnader (inkl. hyra, städning)"",861,673,688,678,707,700,559,553,571,505,781,782,788"
"2031 Rättvik,""övriga kostnader"",379,739,677,2029,702,796,1034,347,364,162,438,416,468"
"2031 Rättvik,""investeringsutgifter"",..,330,201,117,100,147,17,58,..,0,..,..,5"
"2034 Orsa,""mediekostnader"",564,530,420,565,477,465,468,467,473,507,513,501,500"
"2034 Orsa,""personalkostnader för biblioteksverksamheten"",1092,1139,1412,1254,1337,1251,1331,1519,1757,1934,2002,2041,1480"
"2034 Orsa,""lokalkostnader (inkl. hyra, städning)"",188,278,300,310,292,304,385,532,576,592,567,565,456"
"2034 Orsa,""övriga kostnader"",22,303,357,255,326,368,369,102,217,133,438,172,424"
"2034 Orsa,""investeringsutgifter"",10,..,0,0,196,0,0,0,..,0,..,..,.."
"2039 Älvdalen,""mediekostnader"",466,463,369,387,451,451,455,455,529,500,530,436,478"
"2039 Älvdalen,""personalkostnader för biblioteksverksamheten"",1590,1643,1480,1562,1647,1790,1500,1342,1854,1200,1330,1943,2010"
"2039 Älvdalen,""lokalkostnader (inkl. hyra, städning)"",1099,1100,1100,203,205,203,204,203,212,212,222,758,992"
"2039 Älvdalen,""övriga kostnader"",193,418,426,422,223,206,500,201,..,0,..,161,157"
"2039 Älvdalen,""investeringsutgifter"",607,..,0,95,50,17,135,..,30,100,10,100,31"
"2061 Smedjebacken,""mediekostnader"",456,487,476,532,530,525,586,604,554,624,436,485,480"
"2061 Smedjebacken,""personalkostnader för biblioteksverksamheten"",1854,2053,2061,1999,2082,2300,1830,2348,2606,2150,2185,2213,2162"
"2061 Smedjebacken,""lokalkostnader (inkl. hyra, städning)"",1007,1007,997,991,1108,1123,991,1003,1092,1100,1101,1184,1230"
"2061 Smedjebacken,""övriga kostnader"",464,358,293,803,232,500,448,177,1284,0,..,..,.."
"2061 Smedjebacken,""investeringsutgifter"",37,..,50,0,157,0,600,572,300,0,900,113,.."
"2062 Mora,""mediekostnader"",1038,879,977,1115,1081,1048,1070,1117,1033,1181,1160,1160,1202"
"2062 Mora,""personalkostnader för biblioteksverksamheten"",3203,3349,3643,4021,3748,4003,4100,3893,4294,3944,4164,3888,4040"
"2062 Mora,""lokalkostnader (inkl. hyra, städning)"",2232,2455,2188,2246,2702,2412,1800,1686,1852,2069,2234,2123,2059"
"2062 Mora,""övriga kostnader"",755,996,858,942,592,560,265,698,132,626,445,522,414"
"2062 Mora,""investeringsutgifter"",82,294,18,0,0,141,100,100,50,130,120,120,120"
"2080 Falun,""mediekostnader"",2374,2339,2515,2328,2421,2481,2366,2515,2519,2347,2352,2235,2265"
"2080 Falun,""personalkostnader för biblioteksverksamheten"",7734,7604,8060,8587,8473,8911,9043,9241,10148,10470,10587,11079,11319"
"2080 Falun,""lokalkostnader (inkl. hyra, städning)"",6336,6386,6506,6545,6503,6638,7053,7224,7282,7624,8206,8185,8341"
"2080 Falun,""övriga kostnader"",3124,3134,3017,2825,3557,3362,3215,3407,3179,3647,2918,2861,2772"
"2080 Falun,""investeringsutgifter"",282,142,392,730,266,1757,2585,974,683,54,77,..,284"
"2081 Borlänge,""mediekostnader"",1884,2055,1987,2215,2057,2101,2027,2228,2176,2363,2169,2202,2834"
"2081 Borlänge,""personalkostnader för biblioteksverksamheten"",6971,7091,7325,7702,6983,7276,7738,7577,8493,7743,7876,8059,8780"
"2081 Borlänge,""lokalkostnader (inkl. hyra, städning)"",4373,4419,4590,4718,4582,4649,4732,3882,3987,4132,4111,4306,3770"
"2081 Borlänge,""övriga kostnader"",2022,1656,2219,2851,2884,2050,2731,1958,2123,1909,2896,3218,2403"
"2081 Borlänge,""investeringsutgifter"",825,784,518,141,110,200,100,175,175,154,212,405,.."
"2082 Säter,""mediekostnader"",543,559,617,585,663,692,730,673,665,691,822,846,724"
"2082 Säter,""personalkostnader för biblioteksverksamheten"",1903,2124,2198,2165,2275,2399,2333,2533,2598,2674,2676,2729,2993"
"2082 Säter,""lokalkostnader (inkl. hyra, städning)"",1185,1143,1161,1195,1242,1359,1344,1014,1303,1394,1364,1414,1430"
"2082 Säter,""övriga kostnader"",796,818,589,731,703,466,572,986,506,439,342,442,473"
"2082 Säter,""investeringsutgifter"",..,370,94,49,8,203,170,230,97,141,168,50,112"
"2083 Hedemora,""mediekostnader"",884,884,649,884,884,800,796,856,857,842,780,780,814"
"2083 Hedemora,""personalkostnader för biblioteksverksamheten"",3032,2930,2849,2523,2977,3093,2912,3192,3379,3359,3263,3240,3333"
"2083 Hedemora,""lokalkostnader (inkl. hyra, städning)"",1804,2196,1903,1963,1839,1722,1601,1722,1771,1682,1497,1492,1482"
"2083 Hedemora,""övriga kostnader"",130,..,181,1144,1017,1006,2018,785,621,672,666,556,752"
"2083 Hedemora,""investeringsutgifter"",83,157,73,73,305,77,80,213,320,131,50,50,63"
"2084 Avesta,""mediekostnader"",1268,1423,1173,1286,1264,1281,1281,1281,1286,1286,1118,1118,1118"
"2084 Avesta,""personalkostnader för biblioteksverksamheten"",3699,3852,3885,3621,3541,1359,1359,1359,4293,4404,4286,4358,4358"
"2084 Avesta,""lokalkostnader (inkl. hyra, städning)"",3447,3526,3580,3615,3640,3690,3690,3690,3000,2658,2753,2551,2551"
"2084 Avesta,""övriga kostnader"",138,189,112,102,105,110,110,110,850,850,111,111,111"
"2084 Avesta,""investeringsutgifter"",..,..,0,..,0,..,0,150,..,0,75,75,75"
"2085 Ludvika,""mediekostnader"",1522,1580,1548,1609,1548,1206,1438,957,1044,1029,905,940,1297"
"2085 Ludvika,""personalkostnader för biblioteksverksamheten"",6055,6102,6550,6722,6575,6530,7160,6653,6907,7554,7042,6609,6069"
"2085 Ludvika,""lokalkostnader (inkl. hyra, städning)"",2761,3075,3100,2726,3262,2077,1900,1935,2134,1134,2816,4596,4854"
"2085 Ludvika,""övriga kostnader"",733,1306,11781,1475,533,551,205,859,1182,1344,1963,1718,1599"
"2085 Ludvika,""investeringsutgifter"",..,44,97,97,128,64,487,445,542,331,3002,965,782"
"2101 Ockelbo,""mediekostnader"",294,301,333,303,273,283,284,284,321,321,321,321,334"
"2101 Ockelbo,""personalkostnader för biblioteksverksamheten"",1096,1128,1189,1199,947,984,1009,1083,..,0,..,258,606"
"2101 Ockelbo,""lokalkostnader (inkl. hyra, städning)"",570,576,590,611,612,610,595,625,622,646,646,659,643"
"2101 Ockelbo,""övriga kostnader"",..,..,0,0,0,0,0,0,..,0,..,..,.."
"2101 Ockelbo,""investeringsutgifter"",24,267,27,..,0,..,10,10,50,200,200,300,50"
"2104 Hofors,""mediekostnader"",575,553,581,623,674,631,661,545,545,405,325,367,319"
"2104 Hofors,""personalkostnader för biblioteksverksamheten"",1978,1858,1880,1873,1984,1924,2156,2467,2199,2239,2546,2305,2138"
"2104 Hofors,""lokalkostnader (inkl. hyra, städning)"",1060,1098,1084,1158,1106,925,1050,1017,960,1054,1074,1126,1181"
"2104 Hofors,""övriga kostnader"",524,450,435,375,596,601,682,858,770,600,210,324,294"
"2104 Hofors,""investeringsutgifter"",126,49,352,..,0,0,0,50,..,0,..,..,.."
"2121 Ovanåker,""mediekostnader"",765,683,606,665,687,606,650,605,639,624,647,616,625"
"2121 Ovanåker,""personalkostnader för biblioteksverksamheten"",2052,2133,2238,2323,2322,2426,2353,2416,2451,2661,2333,2245,2455"
"2121 Ovanåker,""lokalkostnader (inkl. hyra, städning)"",652,730,772,693,681,726,702,660,684,716,721,732,729"
"2121 Ovanåker,""övriga kostnader"",324,432,252,202,304,291,433,469,446,343,468,464,413"
"2121 Ovanåker,""investeringsutgifter"",..,..,0,0,0,248,70,100,..,323,..,..,.."
"2132 Nordanstig,""mediekostnader"",406,308,375,372,172,238,274,274,181,226,238,210,243"
